G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
1,Tue Dec 27 2011,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,71,96,0,1,L 1,,False,
2,Wed Dec 28 2011,7:00p EST,,Box Score,@,Denver Nuggets,L,,100,117,0,2,L 2,,False,
3,Fri Dec 30 2011,7:00p EST,,Box Score,,Philadelphia 76ers,W,,102,99,1,2,W 1,,False,
4,Sat Dec 31 2011,7:30p EST,,Box Score,@,San Antonio Spurs,L,,89,104,1,3,L 1,,False,
5,Mon Jan 2 2012,7:00p EST,,Box Score,,New Orleans Hornets,W,,94,90,2,3,W 1,,False,
6,Tue Jan 3 2012,7:00p EST,,Box Score,,Milwaukee Bucks,W,,85,73,3,3,W 2,,False,
7,Fri Jan 6 2012,7:00p EST,,Box Score,,Memphis Grizzlies,W,,94,85,4,3,W 3,,False,
8,Sat Jan 7 2012,7:30p EST,,Box Score,@,Golden State Warriors,W,,88,87,5,3,W 4,,False,
9,Tue Jan 10 2012,7:00p EST,,Box Score,,Cleveland Cavaliers,W,,113,105,6,3,W 5,,False,
10,Wed Jan 11 2012,7:00p EST,,Box Score,,Los Angeles Lakers,L,OT,87,90,6,4,L 1,,False,
11,Sat Jan 14 2012,7:00p EST,,Box Score,,New Jersey Nets,W,,107,94,7,4,W 1,,False,
12,Sun Jan 15 2012,6:00p EST,,Box Score,@,Denver Nuggets,W,,106,96,8,4,W 2,,False,
13,Tue Jan 17 2012,7:00p EST,,Box Score,,Los Angeles Clippers,W,,108,79,9,4,W 3,,False,
14,Thu Jan 19 2012,8:30p EST,,Box Score,,Dallas Mavericks,L,,91,94,9,5,L 1,,False,
15,Sat Jan 21 2012,7:00p EST,,Box Score,,Minnesota Timberwolves,W,,108,98,10,5,W 1,,False,
16,Wed Jan 25 2012,7:00p EST,,Box Score,,Toronto Raptors,L,2OT,106,111,10,6,L 1,,False,
17,Fri Jan 27 2012,7:30p EST,,Box Score,@,Dallas Mavericks,L,,101,116,10,7,L 2,,False,
18,Sat Jan 28 2012,7:00p EST,,Box Score,,Sacramento Kings,W,,96,93,11,7,W 1,,False,
19,Mon Jan 30 2012,7:00p EST,,Box Score,,Portland Trail Blazers,W,,93,89,12,7,W 2,,False,
20,Wed Feb 1 2012,8:30p EST,,Box Score,,Los Angeles Clippers,L,,105,107,12,8,L 1,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
21,Thu Feb 2 2012,7:30p EST,,Box Score,@,Golden State Warriors,L,,101,119,12,9,L 2,,False,
22,Sat Feb 4 2012,7:00p EST,,Box Score,,Los Angeles Lakers,W,,96,87,13,9,W 1,,False,
23,Mon Feb 6 2012,7:30p EST,,Box Score,@,New York Knicks,L,,88,99,13,10,L 1,,False,
24,Tue Feb 7 2012,7:00p EST,,Box Score,@,Indiana Pacers,L,,99,104,13,11,L 2,,False,
25,Fri Feb 10 2012,8:30p EST,,Box Score,,Oklahoma City Thunder,L,,87,101,13,12,L 3,,False,
26,Sun Feb 12 2012,8:30p EST,,Box Score,@,Memphis Grizzlies,W,,98,88,14,12,W 1,,False,
27,Mon Feb 13 2012,7:00p EST,,Box Score,@,New Orleans Hornets,L,,80,86,14,13,L 1,,False,
28,Tue Feb 14 2012,7:00p EST,,Box Score,@,Oklahoma City Thunder,L,,85,111,14,14,L 2,,False,
29,Fri Feb 17 2012,7:00p EST,,Box Score,,Washington Wizards,W,,114,100,15,14,W 1,,False,
30,Sun Feb 19 2012,6:00p EST,,Box Score,@,Houston Rockets,L,,85,101,15,15,L 1,,False,
31,Mon Feb 20 2012,7:00p EST,,Box Score,,San Antonio Spurs,L,,102,106,15,16,L 2,,False,
32,Wed Feb 22 2012,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,98,100,15,17,L 3,,False,
33,Tue Feb 28 2012,7:00p EST,,Box Score,@,Sacramento Kings,L,,96,103,15,18,L 4,,False,
34,Wed Feb 29 2012,7:00p EST,,Box Score,,Houston Rockets,W,,104,83,16,18,W 1,,False,
35,Fri Mar 2 2012,7:00p EST,,Box Score,,Miami Heat,W,,99,98,17,18,W 2,,False,
36,Sat Mar 3 2012,7:30p EST,,Box Score,@,Dallas Mavericks,L,,96,102,17,19,L 1,,False,
37,Mon Mar 5 2012,7:00p EST,,Box Score,@,Cleveland Cavaliers,W,,109,100,18,19,W 1,,False,
38,Wed Mar 7 2012,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,99,93,19,19,W 2,,False,
39,Fri Mar 9 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,91,104,19,20,L 1,,False,
40,Sat Mar 10 2012,7:00p EST,,Box Score,@,Chicago Bulls,L,,97,111,19,21,L 2,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
41,Mon Mar 12 2012,7:00p EST,,Box Score,,Detroit Pistons,W,,105,90,20,21,W 1,,False,
42,Wed Mar 14 2012,7:30p EST,,Box Score,@,Phoenix Suns,L,,111,120,20,22,L 1,,False,
43,Thu Mar 15 2012,7:00p EST,,Box Score,,Minnesota Timberwolves,W,OT,111,105,21,22,W 1,,False,
44,Sat Mar 17 2012,7:00p EST,,Box Score,,Golden State Warriors,W,OT,99,92,22,22,W 2,,False,
45,Sun Mar 18 2012,6:30p EST,,Box Score,@,Los Angeles Lakers,W,,103,99,23,22,W 3,,False,
46,Tue Mar 20 2012,7:00p EST,,Box Score,,Oklahoma City Thunder,W,,97,90,24,22,W 4,,False,
47,Thu Mar 22 2012,7:00p EST,,Box Score,@,Sacramento Kings,W,,103,102,25,22,W 5,,False,
48,Fri Mar 23 2012,8:30p EST,,Box Score,,Denver Nuggets,W,,121,102,26,22,W 6,,False,
49,Sun Mar 25 2012,6:00p EST,,Box Score,@,Atlanta Hawks,L,4OT,133,139,26,23,L 1,,False,
50,Mon Mar 26 2012,7:30p EST,,Box Score,@,New Jersey Nets,W,,105,84,27,23,W 1,,False,
51,Wed Mar 28 2012,7:30p EST,,Box Score,@,Boston Celtics,L,,82,94,27,24,L 1,,False,
52,Fri Mar 30 2012,7:00p EST,,Box Score,,Sacramento Kings,L,,103,104,27,25,L 2,,False,
53,Sat Mar 31 2012,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,96,105,27,26,L 3,,False,
54,Mon Apr 2 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,102,97,28,26,W 1,,False,
55,Wed Apr 4 2012,7:00p EST,,Box Score,,Phoenix Suns,L,,105,107,28,27,L 1,,False,
56,Fri Apr 6 2012,7:00p EST,,Box Score,,Golden State Warriors,W,,104,98,29,27,W 1,,False,
57,Sun Apr 8 2012,6:00p EST,,Box Score,@,San Antonio Spurs,L,,104,114,29,28,L 1,,False,
58,Mon Apr 9 2012,7:00p EST,,Box Score,,San Antonio Spurs,W,,91,84,30,28,W 1,,False,
59,Wed Apr 11 2012,7:00p EST,,Box Score,@,Houston Rockets,W,,103,91,31,28,W 2,,False,
60,Fri Apr 13 2012,7:00p EST,,Box Score,@,New Orleans Hornets,L,,85,96,31,29,L 1,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,False,
61,Sat Apr 14 2012,7:00p EST,,Box Score,@,Memphis Grizzlies,L,,98,103,31,30,L 2,,False,
62,Mon Apr 16 2012,7:00p EST,,Box Score,,Dallas Mavericks,W,3OT,123,121,32,30,W 1,,False,
63,Wed Apr 18 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,112,91,33,30,W 2,,False,
64,Sat Apr 21 2012,8:30p EST,,Box Score,,Orlando Magic,W,OT,117,107,34,30,W 3,,False,
65,Tue Apr 24 2012,8:30p EST,,Box Score,,Phoenix Suns,W,,100,88,35,30,W 4,,False,
66,Thu Apr 26 2012,6:00p EST,,Box Score,,Portland Trail Blazers,W,,96,94,36,30,W 5,,False,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes,True,
1,Sun Apr 29 2012,12:00p EST,,Box Score,@,San Antonio Spurs,L,,91,106,0,1,L 1,,True,
2,Wed May 2 2012,6:00p EST,,Box Score,@,San Antonio Spurs,L,,83,114,0,2,L 2,,True,
3,Sat May 5 2012,8:00p EST,,Box Score,,San Antonio Spurs,L,,90,102,0,3,L 3,,True,
4,Mon May 7 2012,6:00p EST,,Box Score,,San Antonio Spurs,L,,81,87,0,4,L 4,,True,
